datedebutmois,localisation,typecomptectb_centrecoutcode,atelierbtid,categoriecode,montantreel
2010-07-01,1250,5-1000,1250.0,DTDM,525.0
2010-07-01,1250,5-1000,1250.0,YEXX,85.0
2010-07-01,1270,5-0500,530.0,ACAA,136.47
2010-07-01,1270,5-0500,1220.0,DAAJ,12.0
2010-07-01,1270,5-0500,1220.0,DGDM,23.71
2010-07-01,1270,5-0500,1220.0,GABD,12.0
2010-07-01,1270,5-0500,1220.0,JAAG,4.58
2010-07-01,1270,5-0500,1220.0,KBDB,457.43
2010-07-01,1270,5-0500,1250.0,ABAA,24.66
2010-07-01,1270,5-0500,1250.0,ALAB,140.29
2010-07-01,1270,5-0500,1250.0,BBAA,733.6
2010-07-01,1270,5-0500,1250.0,BJAD,26.41
2010-07-01,1270,5-0500,1250.0,CBAA,12.0
2010-07-01,1270,5-0500,1250.0,CFAB,54.58
2010-07-01,1270,5-0500,1250.0,CGBC,18.12
2010-07-01,1270,5-0500,1250.0,DPAC,12.0
2010-07-01,1270,5-0500,1250.0,PCDB,24.0
2010-07-01,1270,5-0500,1270.0,BJAD,25.47
2010-07-01,1270,5-0500,1270.0,GBBF,228.66
2010-07-01,1270,5-0500,1270.0,SEAX,138.56
2010-07-01,1270,5-0500,1270.0,YEXX,17.94
2010-07-01,1270,5-0500,1270.0,YP03,320.0
2010-07-01,1270,5-1000,1220.0,6VBF,957.8
2010-07-01,1270,5-1000,1220.0,DAAJ,632.55
2010-07-01,1270,5-1000,1270.0,6SAA,333.0
2010-07-01,1270,5-1000,1270.0,ALAB,1867.1
2010-07-01,1270,5-1000,1270.0,DAAJ,1654.18
2010-07-01,1270,5-1000,1270.0,DGDM,394.79
2010-07-01,1270,5-1000,1270.0,DWDM,93.08
2010-07-01,1270,5-1000,1270.0,DYDM,247.74
2010-07-01,1270,5-1000,1270.0,FCAC,446.83
2010-07-01,1270,5-1000,1270.0,MBCF,50.0
2010-07-01,1270,5-1000,1270.0,SEAX,122.0
2010-07-01,1270,5-1000,1620.0,ALAB,50.0
2010-07-01,1275,5-0500,1275.0,2ECX,280.5
2010-07-01,1275,5-0500,1275.0,4ADX,1.01
2010-07-01,1275,5-0500,1275.0,6HBX,125.32
2010-07-01,1275,5-0500,1275.0,6SBA,3.04
2010-07-01,1275,5-0500,1275.0,7EXX,470.91
2010-07-01,1275,5-0500,1275.0,7HXX,700.02
2010-07-01,1275,5-0500,1275.0,9BXX,205.51
2010-07-01,1275,5-0500,1275.0,AAAA,79.49
2010-07-01,1275,5-0500,1275.0,AQAA,32.56
2010-07-01,1275,5-0500,1275.0,BAAA,1.51
2010-07-01,1275,5-0500,1275.0,BJAD,53.36
2010-07-01,1275,5-0500,1275.0,BPAK,569.74
2010-07-01,1275,5-0500,1275.0,CBAA,712.6
2010-07-01,1275,5-0500,1275.0,CEAA,18.04
2010-07-01,1275,5-0500,1275.0,CFAA,7.2
2010-07-01,1275,5-0500,1275.0,CGAB,359.36
2010-07-01,1275,5-0500,1275.0,CGBA,55.07
2010-07-01,1275,5-0500,1275.0,CGDD,280.31
2010-07-01,1275,5-0500,1275.0,CLBA,195.0
2010-07-01,1275,5-0500,1275.0,DAAC,1722.11
2010-07-01,1275,5-0500,1275.0,DCAC,1731.05
2010-07-01,1275,5-0500,1275.0,DGDM,308.31
2010-07-01,1275,5-0500,1275.0,DWDM,113.43
2010-07-01,1275,5-0500,1275.0,DYDM,772.98
2010-07-01,1275,5-0500,1275.0,EBBD,50.7
2010-07-01,1275,5-0500,1275.0,FCAD,4.9
2010-07-01,1275,5-0500,1275.0,GAAG,38.4
2010-07-01,1275,5-0500,1275.0,GABH,0.32
2010-07-01,1275,5-0500,1275.0,GBBD,10.17
2010-07-01,1275,5-0500,1275.0,GBBF,154.9
2010-07-01,1275,5-0500,1275.0,HACE,100.95
2010-07-01,1275,5-0500,1275.0,KADX,336.41
2010-07-01,1275,5-0500,1275.0,RABE,24.32
2010-07-01,1275,5-0500,1275.0,RABF,10.2
2010-07-01,1275,5-0500,1275.0,VFXX,7.13
2010-07-01,1275,5-0500,1275.0,YEXX,151.38
2010-07-01,1275,5-1000,1275.0,2JAA,62.0
2010-07-01,1275,5-1000,1275.0,DGDM,93.0
2010-07-01,1275,5-1000,1275.0,DYDM,120.5
2010-07-01,1275,5-1000,1275.0,KADX,152.95
2010-07-01,1280,5-0500,970.0,BBAA,879.46
2010-07-01,1280,5-0500,970.0,DAAK,5.05
2010-07-01,1280,5-0500,1030.0,CFAA,374.76
2010-07-01,1280,5-0500,1030.0,CUFB,51.91
2010-07-01,1280,5-0500,1120.0,CGAB,50.0
2010-07-01,1280,5-0500,1220.0,1AEC,75.0
2010-07-01,1280,5-0500,1240.0,1AEC,817.54
2010-07-01,1280,5-0500,1275.0,CBAA,140.25
2010-07-01,1280,5-0500,1280.0,1AEC,800.59
2010-07-01,1280,5-0500,1280.0,4DFF,7.05
2010-07-01,1280,5-0500,1280.0,9FXX,13.3
2010-07-01,1280,5-0500,1280.0,AAAA,307.95
2010-07-01,1280,5-0500,1280.0,ADAA,473.99
2010-07-01,1280,5-0500,1280.0,BAAA,679.35
2010-07-01,1280,5-0500,1280.0,BBAA,225.33
2010-07-01,1280,5-0500,1280.0,BEAA,409.92
2010-07-01,1280,5-0500,1280.0,CBAA,199.95
2010-07-01,1280,5-0500,1280.0,CEAA,701.96
2010-07-01,1280,5-0500,1280.0,CFAA,1340.75
2010-07-01,1280,5-0500,1280.0,CGAB,749.69
2010-07-01,1280,5-0500,1280.0,CUFB,7.45
2010-07-01,1280,5-0500,1280.0,DCAC,124.1
2010-07-01,1280,5-0500,1280.0,DCAE,178.6
2010-07-01,1280,5-0500,1280.0,DCAJ,83.95
2010-07-01,1280,5-0500,1280.0,DKDM,0.3
2010-07-01,1280,5-0500,1280.0,DTAJ,149.6
2010-07-01,1280,5-0500,1280.0,MBBB,60.83
2010-07-01,1280,5-0500,1280.0,RDXB,39.73
2010-07-01,1280,5-0500,1280.0,TAAD,3.88
2010-07-01,1280,5-0500,1280.0,YEXX,107.96
2010-07-01,1280,5-1000,860.0,ADAA,1069.55
2010-07-01,1280,5-1000,970.0,BBAA,518.0
2010-07-01,1280,5-1000,1030.0,CFAA,25.0
2010-07-01,1280,5-1000,1030.0,DAAK,20.0
2010-07-01,1280,5-1000,1280.0,CFAA,60.0
2010-07-01,1280,5-1000,1280.0,CGAB,297.25
2010-07-01,1280,5-1000,1280.0,DCAC,2056.42
2010-07-01,1280,5-1000,1280.0,DCAE,325.0
2010-07-01,1280,5-1000,1280.0,DCAJ,297.3
2010-07-01,1280,5-1000,1280.0,DGDM,4768.31
2010-07-01,1280,5-1000,1280.0,DTAJ,199.84
2010-07-01,1280,5-1000,1620.0,CFAA,150.0
2010-07-01,1290,5-0500,1120.0,3BAD,25.42
2010-07-01,1290,5-0500,1275.0,6SBA,10.13
2010-07-01,1290,5-0500,1290.0,2ACA,8.57
2010-07-01,1290,5-0500,1290.0,3BAD,151.55
2010-07-01,1290,5-0500,1290.0,3BBD,8.79
2010-07-01,1290,5-0500,1290.0,4KAD,1.0
2010-07-01,1290,5-0500,1290.0,6GAX,77.1
2010-07-01,1290,5-0500,1290.0,6KMB,20.0
2010-07-01,1290,5-0500,1290.0,6PBX,1.0
2010-07-01,1290,5-0500,1290.0,ABAA,39.01
2010-07-01,1290,5-0500,1290.0,BBAA,584.2
2010-07-01,1290,5-0500,1290.0,BGAB,37.21
2010-07-01,1290,5-0500,1290.0,CBAA,1000.1
2010-07-01,1290,5-0500,1290.0,CFAA,819.29
2010-07-01,1290,5-0500,1290.0,CFBA,27.97
2010-07-01,1290,5-0500,1290.0,CGAB,736.08
2010-07-01,1290,5-0500,1290.0,CNED,76.0
2010-07-01,1290,5-0500,1290.0,DAAJ,215.27
2010-07-01,1290,5-0500,1290.0,DAAK,134.77
2010-07-01,1290,5-0500,1290.0,DBDM,1143.06
2010-07-01,1290,5-0500,1290.0,DCAE,199.76
2010-07-01,1290,5-0500,1290.0,DCBC,703.64
2010-07-01,1290,5-0500,1290.0,GAFJ,118.74
2010-07-01,1290,5-0500,1290.0,GBBD,1921.63
2010-07-01,1290,5-0500,1290.0,GBBF,223.23
2010-07-01,1290,5-0500,1290.0,GDBB,29.85
2010-07-01,1290,5-0500,1290.0,GFBE,102.91
2010-07-01,1290,5-0500,1290.0,JAAG,131.23
2010-07-01,1290,5-0500,1290.0,JCAA,7.21
2010-07-01,1290,5-0500,1290.0,JDAA,41.53
2010-07-01,1290,5-0500,1290.0,MBBA,24.46
2010-07-01,1290,5-0500,1290.0,RJBE,286.9
2010-07-01,1290,5-0500,1290.0,YEXX,444.0
2010-07-01,1290,5-1000,1120.0,3BAD,25.42
2010-07-01,1290,5-1000,1290.0,4KAD,572.9
2010-07-01,1290,5-1000,1290.0,CGAB,209.88
2010-07-01,1290,5-1000,1290.0,DBDM,606.42
2010-07-01,1290,5-1000,1290.0,GBBD,130.45
2010-07-01,1295,5-0500,1275.0,AAAA,53.79
2010-07-01,1295,5-0500,1275.0,CFAA,48.7
2010-07-01,1295,5-0500,1275.0,CGAB,559.89
2010-07-01,1295,5-0500,1275.0,CNED,172.29
2010-07-01,1295,5-0500,1275.0,DBDM,17.23
2010-07-01,1295,5-0500,1290.0,CFAA,806.74
2010-07-01,1295,5-1000,1275.0,CGAB,121.0
2010-07-01,13,5-0500,530.0,ADCA,131.46
2010-07-01,13,5-1000,530.0,ADCA,30.0
2010-07-01,130,5-0500,130.0,4FAC,143.08
2010-07-01,130,5-0500,130.0,BAAA,210.97
2010-07-01,130,5-0500,130.0,BBAA,24.63
2010-07-01,130,5-0500,130.0,CEBA,47.57
2010-07-01,130,5-0500,130.0,CFAA,32.04
2010-07-01,130,5-0500,130.0,CGAB,181.6
2010-07-01,130,5-0500,130.0,CJBA,355.77
2010-07-01,130,5-0500,130.0,DBDM,542.63
2010-07-01,130,5-0500,130.0,DCAC,557.39
2010-07-01,130,5-0500,130.0,DCAE,296.2
2010-07-01,130,5-0500,130.0,EABB,192.54
2010-07-01,130,5-0500,130.0,RJBF,20.0
2010-07-01,130,5-0500,130.0,YEXX,3.99
2010-07-01,130,5-0500,140.0,CGAB,14.1
2010-07-01,130,5-0500,140.0,DBDM,960.37
2010-07-01,130,5-1000,130.0,CEBA,34.0
2010-07-01,130,5-1000,130.0,DBDM,367.24
2010-07-01,130,5-1000,130.0,DCAE,197.8
2010-07-01,130,5-1000,140.0,DCAE,617.94
2010-07-01,1320,5-0500,1320.0,2ACA,88.21
2010-07-01,1320,5-0500,1320.0,2ACB,15.0
2010-07-01,1320,5-0500,1320.0,6GCX,337.22
2010-07-01,1320,5-0500,1320.0,AAAA,812.93
2010-07-01,1320,5-0500,1320.0,BBAA,24.04
2010-07-01,1320,5-0500,1320.0,CFAA,552.54
2010-07-01,1320,5-0500,1320.0,CFBA,55.35
2010-07-01,1320,5-0500,1320.0,CGAB,208.1
2010-07-01,1320,5-0500,1320.0,CQEE,623.98
2010-07-01,1320,5-0500,1320.0,DBDM,451.27
2010-07-01,1320,5-0500,1320.0,DZDM,327.27
2010-07-01,1320,5-0500,1320.0,RABD,4.69
2010-07-01,1320,5-0500,1320.0,YEXX,63.2
2010-07-01,1320,5-0500,1380.0,DZDM,246.1
2010-07-01,1320,5-1000,1320.0,AAAA,857.38
2010-07-01,1320,5-1000,1320.0,CFAA,1485.43
2010-07-01,1320,5-1000,1320.0,CQEE,322.0
2010-07-01,1320,5-1000,1320.0,DBDM,259.4
2010-07-01,1320,5-1000,1320.0,YISO,555.0
2010-07-01,1340,5-0500,1250.0,AAAA,33.14
2010-07-01,1340,5-0500,1320.0,1ACC,45.19
2010-07-01,1340,5-0500,1320.0,BEAC,28.95
2010-07-01,1340,5-0500,1320.0,DDAC,48.3
2010-07-01,1340,5-0500,1320.0,DKDM,206.53
2010-07-01,1340,5-0500,1340.0,1ACC,2621.35
2010-07-01,1340,5-0500,1340.0,2ECX,1466.32
2010-07-01,1340,5-0500,1340.0,AAAA,434.91
2010-07-01,1340,5-0500,1340.0,ABAA,204.77
2010-07-01,1340,5-0500,1340.0,AHAB,106.22
2010-07-01,1340,5-0500,1340.0,BAAA,1773.97
2010-07-01,1340,5-0500,1340.0,BGAB,0.0
2010-07-01,1340,5-0500,1340.0,BHAC,245.88
2010-07-01,1340,5-0500,1340.0,BJAD,22.64
2010-07-01,1340,5-0500,1340.0,BMAC,37.07
2010-07-01,1340,5-0500,1340.0,BQBB,755.22
2010-07-01,1340,5-0500,1340.0,BQBC,430.94
2010-07-01,1340,5-0500,1340.0,CFAA,1057.3
2010-07-01,1340,5-0500,1340.0,CGAB,198.69
2010-07-01,1340,5-0500,1340.0,CUFB,174.83
2010-07-01,1340,5-0500,1340.0,DBDM,6.28
2010-07-01,1340,5-0500,1340.0,DDAC,93.52
2010-07-01,1340,5-0500,1340.0,DWDM,459.78
2010-07-01,1340,5-0500,1340.0,GFBE,21.29
2010-07-01,1340,5-0500,1340.0,YEXX,245.45
2010-07-01,1340,5-0500,1350.0,CFAA,59.98
2010-07-01,1340,5-0500,1350.0,SPAF,18.92
2010-07-01,1340,5-0500,1360.0,CFAA,340.0
2010-07-01,1340,5-0500,1360.0,DBDM,795.93
2010-07-01,1340,5-0500,1720.0,1ACC,20.0
2010-07-01,1340,5-0500,1720.0,RCCY,391.52
2010-07-01,1340,5-0500,1730.0,DCAC,8.98
2010-07-01,1340,5-0500,1730.0,DKDM,41.94
2010-07-01,1340,5-0500,1730.0,RCCY,20.0
2010-07-01,1340,5-1000,1340.0,1ACC,1045.0
2010-07-01,1340,5-1000,1340.0,AAAA,388.59
2010-07-01,1340,5-1000,1340.0,BAAA,327.95
2010-07-01,1340,5-1000,1340.0,BGAB,225.0
2010-07-01,1340,5-1000,1340.0,BHAC,1334.75
2010-07-01,1340,5-1000,1340.0,BJAD,70.0
2010-07-01,1340,5-1000,1340.0,CFAA,18.02
2010-07-01,1340,5-1000,1340.0,CGAB,794.76
2010-07-01,1340,5-1000,1340.0,DDAC,135.0
2010-07-01,1340,5-1000,1340.0,YISO,445.95
2010-07-01,1340,5-1000,1360.0,DBDM,433.78
2010-07-01,1340,5-1000,1620.0,BGAB,45.0
2010-07-01,1340,5-1000,1720.0,RCCY,35.9
2010-07-01,1350,5-0500,1340.0,6SBB,0.0
2010-07-01,1350,5-0500,1340.0,DBDL,854.08
2010-07-01,1350,5-0500,1340.0,DBDM,1729.23
2010-07-01,1350,5-0500,1340.0,DCAC,0.0
2010-07-01,1350,5-0500,1340.0,EABC,4050.02
2010-07-01,1350,5-0500,1340.0,GBBD,479.72
2010-07-01,1350,5-0500,1340.0,RJBF,91.4
2010-07-01,1350,5-0500,1350.0,CEAA,24.12
2010-07-01,1350,5-0500,1350.0,CFAA,7.43
2010-07-01,1350,5-0500,1350.0,CFAB,652.0
2010-07-01,1350,5-0500,1350.0,CXAA,697.12
2010-07-01,1350,5-0500,1350.0,DBDM,822.58
2010-07-01,1350,5-0500,1350.0,GBBD,128.99
2010-07-01,1350,5-0500,1350.0,MBAC,83.33
2010-07-01,1350,5-1000,1340.0,CGAB,25.9
2010-07-01,1350,5-1000,1340.0,DBDL,96.0
2010-07-01,1350,5-1000,1340.0,DCAC,68.25
2010-07-01,1350,5-1000,1340.0,EABC,145.49
2010-07-01,1350,5-1000,1340.0,RJBF,18.65
2010-07-01,1350,5-1000,1350.0,CFAB,59.8
2010-07-01,1350,5-1000,1350.0,CXAA,59.8
2010-07-01,1350,5-1000,1350.0,DBDM,207.8
2010-07-01,1350,5-1000,1350.0,RJBF,1016.73
2010-07-01,1350,5-1000,1620.0,CEAA,70.0
2010-07-01,1360,5-0500,1360.0,AAAA,313.09
2010-07-01,1360,5-0500,1360.0,ABAA,266.7
2010-07-01,1360,5-0500,1360.0,BAAA,72.08
2010-07-01,1360,5-0500,1360.0,CFAA,72.24
2010-07-01,1360,5-0500,1360.0,CGAB,1480.93
2010-07-01,1360,5-0500,1360.0,DBDM,320.99
2010-07-01,1360,5-0500,1360.0,DCAE,619.8
2010-07-01,1360,5-0500,1360.0,DDAC,11.69
2010-07-01,1360,5-0500,1360.0,DDAK,15.0
2010-07-01,1360,5-0500,1360.0,SJAX,325.19
2010-07-01,1360,5-0500,1360.0,YEXX,892.01
2010-07-01,1360,5-0500,1820.0,DBDM,34.17
2010-07-01,1360,5-1000,1360.0,CFAA,85.0
2010-07-01,1360,5-1000,1360.0,CFAB,60.0
2010-07-01,1360,5-1000,1360.0,DBDM,270.8
2010-07-01,1360,5-1000,1360.0,DCAE,74.72
2010-07-01,1380,5-0500,1320.0,DCAE,341.0
2010-07-01,1380,5-0500,1360.0,EABC,1093.77
2010-07-01,1380,5-0500,1380.0,BBCA,210.41
2010-07-01,1380,5-0500,1380.0,BEAC,295.82
2010-07-01,1380,5-0500,1380.0,CFAA,28.8
2010-07-01,1380,5-0500,1380.0,CGAB,591.85
2010-07-01,1380,5-0500,1380.0,DBDM,78.86
2010-07-01,1380,5-0500,1380.0,RHBE,325.54
2010-07-01,1380,5-1000,1360.0,EABC,2093.26
2010-07-01,1380,5-1000,1380.0,BAAA,1518.1
2010-07-01,1380,5-1000,1380.0,CGAB,0.0
2010-07-01,1380,5-1000,1380.0,GBBF,872.28
2010-07-01,1390,5-0500,1390.0,5AFC,583.65
2010-07-01,1390,5-0500,1390.0,6KHB,14.17
2010-07-01,1390,5-0500,1390.0,CEAA,288.06
2010-07-01,1390,5-0500,1390.0,CGDD,28.04
2010-07-01,1390,5-0500,1390.0,CLBA,17.28
2010-07-01,1390,5-0500,1390.0,FCAE,526.48
2010-07-01,1390,5-0500,1390.0,GAFJ,0.0
2010-07-01,1390,5-0500,1390.0,SIBX,8.0
2010-07-01,1390,5-1000,1390.0,CEAA,241.77
2010-07-01,1390,5-1000,1390.0,FCAE,1431.8
2010-07-01,1390,5-1000,1390.0,GBBD,576.54
2010-07-01,1390,5-1000,1390.0,GFBF,69.95
2010-07-01,1390,5-1000,1390.0,SIBX,127.5
2010-07-01,1390,5-1000,1390.0,YISO,286.18
2010-07-01,140,5-0500,140.0,2ADB,35.49
2010-07-01,140,5-0500,140.0,3ADD,16.48
2010-07-01,140,5-0500,140.0,ABAA,40.44
2010-07-01,140,5-0500,140.0,AHAB,32.94
2010-07-01,140,5-0500,140.0,BAAA,431.46
2010-07-01,140,5-0500,140.0,BBAA,129.0
2010-07-01,140,5-0500,140.0,BBCA,803.86
2010-07-01,140,5-0500,140.0,BGAB,744.97
2010-07-01,140,5-0500,140.0,BLBD,31.87
2010-07-01,140,5-0500,140.0,BQBB,133.44
2010-07-01,140,5-0500,140.0,BQBC,3.98
2010-07-01,140,5-0500,140.0,CEAA,8.27
2010-07-01,140,5-0500,140.0,CFAA,1570.25
2010-07-01,140,5-0500,140.0,CFBA,228.99
2010-07-01,140,5-0500,140.0,CGAB,596.98
2010-07-01,140,5-0500,140.0,CGBC,34.15
2010-07-01,140,5-0500,140.0,DBDM,3585.05
2010-07-01,140,5-0500,140.0,DCAC,191.79
2010-07-01,140,5-0500,140.0,DCAH,1030.58
2010-07-01,140,5-0500,140.0,DWDM,312.41
2010-07-01,140,5-0500,140.0,EABC,263.29
2010-07-01,140,5-0500,140.0,FCAC,2.06
2010-07-01,140,5-0500,140.0,JDAE,42.26
2010-07-01,140,5-0500,140.0,JPDX,227.93
2010-07-01,140,5-0500,140.0,PCCX,36.05
2010-07-01,140,5-0500,140.0,SDBG,17.64
2010-07-01,140,5-0500,140.0,SJBX,876.82
2010-07-01,140,5-0500,140.0,TAAX,130.36
2010-07-01,140,5-0500,140.0,WBXX,10.14
2010-07-01,140,5-0500,140.0,YEXX,581.09
2010-07-01,140,5-0500,480.0,DBDM,328.11
2010-07-01,140,5-0500,730.0,CGBA,114.6
2010-07-01,140,5-1000,130.0,CFAA,20.0
2010-07-01,140,5-1000,140.0,ABAA,32.0
2010-07-01,140,5-1000,140.0,BGAB,351.25
2010-07-01,140,5-1000,140.0,BQBB,119.94
2010-07-01,140,5-1000,140.0,CFAA,59.95
2010-07-01,140,5-1000,140.0,CFBB,47.18
2010-07-01,140,5-1000,140.0,CUFB,293.55
2010-07-01,140,5-1000,140.0,DBDM,2336.1
2010-07-01,140,5-1000,140.0,DCAH,191.75
2010-07-01,140,5-1000,140.0,DWDM,69.75
2010-07-01,140,5-1000,140.0,JPDX,1049.0
2010-07-01,140,5-1000,730.0,CGBA,10.25
2010-07-01,1420,5-0500,480.0,DBDM,13.04
2010-07-01,1420,5-0500,1420.0,2ECX,26.24
2010-07-01,1420,5-0500,1420.0,2KDD,126.81
2010-07-01,1420,5-0500,1420.0,9FFK,628.02
2010-07-01,1420,5-0500,1420.0,ABAA,19.91
2010-07-01,1420,5-0500,1420.0,CFAA,663.53
2010-07-01,1420,5-0500,1420.0,CGAC,21.95
2010-07-01,1420,5-0500,1420.0,CXAA,27.19
2010-07-01,1420,5-0500,1420.0,DBDM,3576.57
2010-07-01,1420,5-0500,1420.0,DCAH,576.4
2010-07-01,1420,5-0500,1420.0,DPAC,264.45
2010-07-01,1420,5-0500,1420.0,EABB,466.96
2010-07-01,1420,5-0500,1420.0,FCAC,103.5
2010-07-01,1420,5-0500,1420.0,JCAB,95.04
2010-07-01,1420,5-0500,1420.0,RKBF,91.4
2010-07-01,1420,5-0500,1460.0,DBDM,47.15
2010-07-01,1420,5-0500,1830.0,3ADD,208.25
2010-07-01,1420,5-1000,1420.0,CXAA,30.0
2010-07-01,1420,5-1000,1420.0,DBDM,1793.0
2010-07-01,1420,5-1000,1420.0,DCAH,228.73
2010-07-01,1420,5-1000,1420.0,DPAC,60.0
2010-07-01,1420,5-1000,1420.0,EABB,173.4
2010-07-01,1420,5-1000,1420.0,YEXX,158.27
2010-07-01,1440,5-0500,1320.0,CFAA,33.34
2010-07-01,1440,5-0500,1320.0,DBDM,28.95
2010-07-01,1440,5-0500,1320.0,DKDM,6.0
2010-07-01,1440,5-0500,1420.0,CQEE,1410.01
2010-07-01,1440,5-0500,1440.0,3BBD,261.72
2010-07-01,1440,5-0500,1440.0,AAAA,159.88
2010-07-01,1440,5-0500,1440.0,ABAA,23.13
2010-07-01,1440,5-0500,1440.0,BAAA,12.55
2010-07-01,1440,5-0500,1440.0,BBAA,25.32
2010-07-01,1440,5-0500,1440.0,BEAA,68.55
2010-07-01,1440,5-0500,1440.0,BJAC,28.26
2010-07-01,1440,5-0500,1440.0,BQBC,320.14
2010-07-01,1440,5-0500,1440.0,CFAA,452.68
2010-07-01,1440,5-0500,1440.0,CGAC,147.09
2010-07-01,1440,5-0500,1440.0,DBDM,5396.11
2010-07-01,1440,5-0500,1440.0,PKHB,320.05
2010-07-01,1440,5-0500,1440.0,RCCX,197.16
2010-07-01,1440,5-0500,1440.0,ZSXX,10.27
2010-07-01,1440,5-0500,1450.0,AAAA,15.42
2010-07-01,1440,5-0500,1450.0,CGAC,35.0
2010-07-01,1440,5-1000,1440.0,DBDM,190.0
2010-07-01,1450,5-0500,1450.0,2ECX,525.33
2010-07-01,1450,5-0500,1450.0,2KDD,15.7
2010-07-01,1450,5-0500,1450.0,4NCC,26.99
2010-07-01,1450,5-0500,1450.0,CFAA,59.35
2010-07-01,1450,5-0500,1450.0,CGAB,7.87
2010-07-01,1450,5-0500,1450.0,CGDD,50.88
2010-07-01,1450,5-0500,1450.0,DBDM,1374.97
2010-07-01,1450,5-0500,1450.0,DCAE,102.75
2010-07-01,1450,5-0500,1450.0,DPAC,71.98
2010-07-01,1450,5-0500,1450.0,GBBD,199.7
2010-07-01,1450,5-0500,1450.0,RCCX,277.51
2010-07-01,1450,5-0500,1450.0,SQBC,879.53
2010-07-01,1450,5-0500,1460.0,CFAA,137.65
2010-07-01,1450,5-1000,1450.0,2ECX,3447.5
2010-07-01,1450,5-1000,1450.0,DPAC,2908.28
2010-07-01,1460,5-0500,1320.0,CFAA,26.42
2010-07-01,1460,5-0500,1460.0,ABAA,33.57
2010-07-01,1460,5-0500,1460.0,ADCA,20.2
2010-07-01,1460,5-0500,1460.0,CFAA,160.14
2010-07-01,1460,5-0500,1460.0,CGDD,52.0
2010-07-01,1460,5-0500,1460.0,DGDM,111.86
2010-07-01,1460,5-0500,1460.0,DPAC,25.8
2010-07-01,1460,5-0500,1460.0,GBBF,338.0
2010-07-01,1460,5-0500,1460.0,MBCF,145.95
2010-07-01,1460,5-0500,1460.0,RABF,25.0
2010-07-01,1460,5-1000,1450.0,6AEX,48.75
2010-07-01,150,5-0500,140.0,2ACB,40.56
2010-07-01,150,5-0500,140.0,BAAA,365.12
2010-07-01,150,5-0500,140.0,DAAJ,607.61
2010-07-01,150,5-0500,140.0,DBDM,365.67
2010-07-01,150,5-0500,140.0,DPBC,26.07
2010-07-01,150,5-0500,140.0,FCAF,126.41
2010-07-01,150,5-1000,140.0,BAAA,95.24
2010-07-01,150,5-1000,140.0,BBAA,124.75
2010-07-01,150,5-1000,140.0,CFAB,1050.28
2010-07-01,150,5-1000,140.0,CGAB,192.75
2010-07-01,150,5-1000,140.0,DPAC,262.17
2010-07-01,150,5-1000,140.0,DPBC,392.3
2010-07-01,150,5-1000,140.0,FCAF,120.96
2010-07-01,150,5-1000,140.0,SJBH,0.0
2010-07-01,150,5-1000,140.0,TAAD,69.48
2010-07-01,1520,5-0500,1520.0,2ACA,171.68
2010-07-01,1520,5-0500,1520.0,2KDD,100.33
2010-07-01,1520,5-0500,1520.0,6KJB,327.55
2010-07-01,1520,5-0500,1520.0,6KMB,291.19
2010-07-01,1520,5-0500,1520.0,7EXX,19.01
2010-07-01,1520,5-0500,1520.0,ADAA,49.22
2010-07-01,1520,5-0500,1520.0,BGAC,57.48
2010-07-01,1520,5-0500,1520.0,BHAC,896.53
2010-07-01,1520,5-0500,1520.0,CBAA,55.0
2010-07-01,1520,5-0500,1520.0,CEAB,12.52
2010-07-01,1520,5-0500,1520.0,CFAA,213.56
2010-07-01,1520,5-0500,1520.0,CFAB,3324.56
2010-07-01,1520,5-0500,1520.0,CGAB,662.56
2010-07-01,1520,5-0500,1520.0,CGBC,2.85
2010-07-01,1520,5-0500,1520.0,CLBA,28.39
2010-07-01,1520,5-0500,1520.0,DBDM,8769.17
2010-07-01,1520,5-0500,1520.0,DCAG,1215.71
2010-07-01,1520,5-0500,1520.0,DGDM,1306.3
2010-07-01,1520,5-0500,1520.0,DMDM,177.1
2010-07-01,1520,5-0500,1520.0,DYDM,2452.5
2010-07-01,1520,5-0500,1520.0,EBAC,953.09
2010-07-01,1520,5-0500,1520.0,EBBD,893.02
2010-07-01,1520,5-0500,1520.0,FCAD,18.35
2010-07-01,1520,5-0500,1520.0,FCAF,344.26
2010-07-01,1520,5-0500,1520.0,GBBD,34.58
2010-07-01,1520,5-0500,1520.0,GECD,432.41
2010-07-01,1520,5-0500,1520.0,GFBE,595.31
2010-07-01,1520,5-0500,1520.0,JAAF,2.66
2010-07-01,1520,5-0500,1520.0,KADX,80.63
2010-07-01,1520,5-0500,1520.0,KBAA,490.87
2010-07-01,1520,5-0500,1520.0,LADC,307.46
2010-07-01,1520,5-0500,1520.0,MBBA,301.5
2010-07-01,1520,5-0500,1520.0,RDXB,155.91
2010-07-01,1520,5-0500,1520.0,RRBG,14.6
2010-07-01,1520,5-0500,1520.0,YEXX,129.64
2010-07-01,1520,5-0500,1820.0,DBDM,553.57
2010-07-01,1520,5-0500,1830.0,DBDM,2910.62
2010-07-01,1520,5-1000,1520.0,2ACA,311.4
2010-07-01,1520,5-1000,1520.0,CFAA,0.0
2010-07-01,1520,5-1000,1520.0,CFAB,2783.96
2010-07-01,1520,5-1000,1520.0,CGAB,25.0
2010-07-01,1520,5-1000,1520.0,DBDM,3911.92
